Column1,asin,ISBN10,title,author,genre,subgenre,currency,final_price,initial_price,domain,format_1_type,format_1_price,format_2_type,format_2_price,format_3_type,format_3_price,rating,reviews_count,overall_best_seller_rank,seller_id,seller_name,timestamp
157,0061124958,006112495,Charlotte S Web,E. B WhiteGarth Williams,Children's Books,Animals,USD,5.47,9.99,www.amazon.com,Kindle ,6.99,Audiobook ,0,Paperback ,7.64,4.8,17487,717,ATVPDKIKX0DER,ZBK Books,12/21/2021
158,0756952603,0756952603,Chicka Chicka Boom Boom,John Archambault,Children's Books,Early Learning,USD,18.8,19.8,www.amazon.com,Kindle ,0,Paperback ,8.99,Spiral-bound ,9.99,4.9,28340,190343,ATVPDKIKX0DER,Amazon,12/21/2021
159,1250170974,1250170974,Children Of Blood And Bone,Tomi Adeyemi,Teen & Young Adult,Fiction,USD,12.99,18.99,www.amazon.com,Kindle ,0,Audiobook ,0,Paperback ,12.99,4.7,11663,4619,ATVPDKIKX0DER,IDEALalter,12/21/2021
160,1509871357,9781509871353,Children Of Blood And Bone,Tomi Adeyemi,Teen & Young Adult,Fiction,USD,13.85,NA,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,12.99,4.7,11663,103708,ATVPDKIKX0DER,Bay State Book Company,12/21/2021
161,B08C6Z2C6G,,Choose Me,Tess Gerritsen,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,10.99,Paperback ,10.93,4.2,27297,1013,,Amazon,12/21/2021
162,0061992887,0061992887,Chronicles Of Narnia Box Set,C. S. Lewis,Children's Books,Fiction,USD,20.33,55,www.amazon.com,Kindle ,29.99,Audiobook ,0,Hardcover ,53.99,4.8,11222,298,ATVPDKIKX0DER,Open Books,12/21/2021
163,125026569X,125026569X,Cilka S Journey,Heather Morris,Literature & Fiction,Fiction,USD,9.84,16.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,13,4.7,17630,8439,ATVPDKIKX0DER,Marc Massengale,12/21/2021
164,0316556327,0316556327,Circe,Madeline Miller,Literature & Fiction,Fiction,USD,11.1,16.99,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,15.99,4.6,25601,369,ATVPDKIKX0DER,BookOutlet USA,12/21/2021
165,1416914285,1416914285,City Of Bones,Cassandra Clare,Teen & Young Adult,Fiction,USD,13.99,24.99,www.amazon.com,Kindle ,8.99,Audiobook ,0,Paperback ,11.24,4.5,10449,38433,ATVPDKIKX0DER,KWarez Goods and Services,12/21/2021
166,1529342007,1529342007,Clanlands,Sam Heughan,Travel,Europe,USD,14.99,26.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,18.36,4.8,10823,3158,ATVPDKIKX0DER,bookoutlet1,12/21/2021
167,0008305838,0008305838,Code Name Bananas,David Walliams,Children's Books,Fiction,USD,20.43,NA,www.amazon.com,Paperback ,24.78,Audio CD ,17,,NA,4.8,15520,110841,ATVPDKIKX0DER,Bahamut Media,12/21/2021
168,0894864025,0894864025,Codependent No More,Melody Beattie,Self-Help,Relationships,USD,12.99,16.95,www.amazon.com,Library Binding ,29.35,Spiral-bound ,20.99,,NA,4.7,12579,899,ATVPDKIKX0DER,A & K Bookly,12/21/2021
169,9176374882,9176374882,Communist Manifesto,Karl MarxFriedrich Engels,Politics & Social Sciences,Politics & Government,USD,12.83,19.64,www.amazon.com,Kindle ,3.99,Audiobook ,0,Paperback ,3,4.3,10614,87885,ATVPDKIKX0DER,Amazon Warehouse,12/21/2021
170,B08Q7GGMNG,,Constance,Matthew FitzSimmons,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,14.94,Paperback ,11.99,4.3,10675,1321,,Amazon,12/21/2021
171,0451499069,0451499069,Conversations With Friends,Sally Rooney,Literature & Fiction,Fiction,USD,13.71,17,www.amazon.com,Kindle ,13.99,Audiobook ,0,Hardcover ,22.49,4.2,10119,3036,ATVPDKIKX0DER,Amazon,12/21/2021
172,0380977788,0380977788,Coraline,Neil Gaiman,Children's Books,Growing Up & Facts of Life,USD,13.64,16.99,www.amazon.com,Kindle ,8.99,Audiobook ,0,Paperback ,8.99,4.8,10883,10505,ATVPDKIKX0DER,Jenson Books Inc,12/21/2021
173,0140501738,0140501738,Corduroy,Don Freeman,Children's Books,Animals,USD,7.99,10.95,www.amazon.com,Kindle ,7.99,Audiobook ,0,Hardcover ,10.25,4.9,12752,12760,ATVPDKIKX0DER,FindAnyBook,12/21/2021
174,1943893179,9781943893171,Craving,Helen Hardt,Literature & Fiction,Erotica,USD,10.99,15.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,29.99,4.3,24712,47829,ATVPDKIKX0DER,R&K Accounting,12/21/2021
175,1101903910,1101903910,Cravings,Chrissy Teigen,"Cookbooks, Food & Wine",Quick & Easy,USD,25.52,29.99,www.amazon.com,Kindle ,6.99,,NA,,NA,4.7,10229,3495,ATVPDKIKX0DER,Paper & Ink Co.,12/21/2021
176,0692452745,0692452745,Create This Book,Moriah Elizabeth,Self-Help,Creativity,USD,13.99,NA,www.amazon.com,,NA,,NA,,NA,4.8,15317,296,ATVPDKIKX0DER,SFGoodwill,12/21/2021
177,0692168729,0692168729,Create This ,Moriah Elizabeth,Self-Help,Creativity,USD,13.99,NA,www.amazon.com,,NA,,NA,,NA,4.8,12878,439,ATVPDKIKX0DER,Mariah’s Materials,12/21/2021
178,1250076978,1250076978,Crooked Kingdom,Leigh Bardugo,Teen & Young Adult,Fiction,USD,7.38,11.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,24.25,4.7,15438,2822,ATVPDKIKX0DER,Amazon,12/21/2021
179,B07TMN6WR7,,Cross Her Heart,Melinda Leigh,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,17.99,Paperback ,6.99,4.5,10275,395,,Amazon,12/21/2021
180,1619630621,1619630621,Crown Of Midnight,Sarah J. Maas,Teen & Young Adult,Fiction,USD,16.99,19.99,www.amazon.com,Kindle ,6.65,Audiobook ,0,Paperback ,10.49,4.7,13953,19930,ATVPDKIKX0DER,Amazon,12/21/2021
181,1623159911,1623159911,Crystals For Beginners,Karen Frazier,Religion & Spirituality,New Age & Spirituality,USD,8.99,14.99,www.amazon.com,Kindle ,0,Spiral-bound ,17.96,MP3 CD ,9.97,4.8,26575,60,ATVPDKIKX0DER,Amazon,12/21/2021
182,1979369658,1979369658,Dad Jokes,Share The Love Gifts,Humor & Entertainment,Humor,USD,6.99,8.99,www.amazon.com,Kindle ,0,,NA,,NA,4.5,10545,71,ATVPDKIKX0DER,Clickgoodwill,12/21/2021
183,1524798649,1524798649,Daisy Jones The Six,Taylor Jenkins Reid,Literature & Fiction,Fiction,USD,10.16,17,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,22.4,4.4,18056,618,ATVPDKIKX0DER,Amazon,12/21/2021
184,0399592520,8925598914,Dare To Lead,Brené Brown,Business & Money,Management & Leadership,USD,10.39,28,www.amazon.com,Kindle ,12.99,Audiobook ,0,Paperback ,16,4.7,12948,343,ATVPDKIKX0DER,Amazon,12/21/2021
185,1592408419,1592408419,Daring Greatly,Brené Brown,Self-Help,Relationships,USD,13.3,17,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,13.58,4.8,10180,782,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
186,1101904240,1101904240,Dark Matter,Blake Crouch,Literature & Fiction,Action & Adventure,USD,14.99,17,www.amazon.com,Kindle ,13.99,Audiobook ,0,Hardcover ,21.03,4.5,13742,4554,ATVPDKIKX0DER,The BAP Goods,12/21/2021
187,B0028TY1CO,,Dark Places,"Gillian Flynn (Author), Rebecca Lowman (Narrator), Cassandra Campbell (Narrator), Mark Deakins (Narrator), Robertson Dean (Narrator), Random House Audio (Publisher) & 3 more","Mystery, Thriller & Suspense",Mystery,USD,9.99,NA,www.amazon.com,Kindle ,8.99,Library Binding ,35.56,Paperback ,9.99,4.2,16028,2218,,Amazon,12/21/2021
188,1538731754,1538731754,Dark Sacred Night,Michael Connelly,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,14.49,16.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,15.99,4.6,10334,23612,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
189,0385543913,0385543913,Darker,E L James,Literature & Fiction,Women's Fiction,USD,11.94,17.99,www.amazon.com,Kindle ,7.99,Audiobook ,0,Audio CD ,50,4.8,14127,11710,ATVPDKIKX0DER,MediaFlow,12/21/2021
190,125085055X,125085055X,Dawnshard,Brandon Sanderson,Literature & Fiction,Action & Adventure,USD,9.99,10.99,www.amazon.com,Kindle ,7.99,,NA,,NA,4.8,13862,8296,ATVPDKIKX0DER,Amazon,12/21/2021
191,1538761653,1538761653,Daylight,David Baldacci,Literature & Fiction,Action & Adventure,USD,13.47,16.99,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,15.17,4.5,26102,10298,ATVPDKIKX0DER,Rye Berry Books,12/21/2021
192,073521672X,073521672X,Deacon King Kong,James McBride,Literature & Fiction,United States,USD,12.59,28,www.amazon.com,Kindle ,12.99,Audiobook ,0,Paperback ,14.99,4.5,12777,10366,ATVPDKIKX0DER,usedbooks2ya,12/21/2021
193,0316420255,0316420255,Deadly Cross,James Patterson,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,14.31,29,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,13.58,4.7,19820,8460,ATVPDKIKX0DER,FindAnyBook,12/21/2021
194,141694737X,9781416947370,Dear Zoo,Rod Campbell,Children's Books,Animals,USD,4.98,6.99,www.amazon.com,Paperback ,10.51,Board book ,23.85,,NA,4.8,14056,264,ATVPDKIKX0DER,Amazon,12/21/2021
195,1455586692,1455586692,Deep Work,Cal Newport,Business & Money,Job Hunting & Careers,USD,14.99,28,www.amazon.com,Kindle ,15.99,Audiobook ,0,Paperback ,13.68,4.6,10449,2524,ATVPDKIKX0DER,Dc953's book lounge!,12/21/2021
196,0345533666,0345533666,Defending Jacob,William Landay,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,12.78,17,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,22.97,4.4,13375,17997,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
197,B08TT18BGC,,Den Of Vipers,"K.A. Knight (Author), Cornell Collins (Narrator), Hollie Jackson (Narrator), Podium Audio (Publisher) & 1 more",Romance,Contemporary,USD,9.99,NA,www.amazon.com,Kindle ,0,Paperback ,19.79,,NA,4.3,10293,1756,,Amazon,12/21/2021
